"date","area_name","area_code","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"2020-12-20","Hillingdon","E09000017",-53,-11,57,-57,-25,9
"2020-12-21","Hillingdon","E09000017",-44,11,4,-67,-56,20
"2020-12-22","Hillingdon","E09000017",-41,16,30,-69,-58,21
"2020-12-23","Hillingdon","E09000017",-40,23,12,-71,-59,23
"2020-12-24","Hillingdon","E09000017",-44,24,42,-75,-68,25
"2020-12-25","Hillingdon","E09000017",-90,-84,7,-89,-87,35
"2020-12-26","Hillingdon","E09000017",-77,-51,18,-80,-54,19
"2020-12-27","Hillingdon","E09000017",-60,-23,57,-75,-33,11
"2020-12-28","Hillingdon","E09000017",-54,-17,43,-79,-78,30
"2020-12-29","Hillingdon","E09000017",-48,-8,29,-76,-68,27
"2020-12-30","Hillingdon","E09000017",-48,-2,53,-74,-67,27
"2020-12-31","Hillingdon","E09000017",-49,11,25,-77,-69,27
"2021-01-01","Hillingdon","E09000017",-79,-55,4,-83,-82,34
"2021-01-02","Hillingdon","E09000017",-61,-23,55,-73,-38,17
"2021-01-03","Hillingdon","E09000017",-61,-24,41,-71,-28,12
"2021-01-04","Hillingdon","E09000017",-51,-14,6,-73,-53,22
"2021-01-05","Hillingdon","E09000017",-56,-18,-1,-72,-55,24
"2021-01-06","Hillingdon","E09000017",-57,-18,28,-73,-54,24
"2021-01-07","Hillingdon","E09000017",-58,-15,36,-72,-55,24
"2021-01-08","Hillingdon","E09000017",-61,-21,8,-73,-53,25
"2021-01-09","Hillingdon","E09000017",-64,-22,49,-69,-32,16
"2021-01-10","Hillingdon","E09000017",-65,-26,27,-70,-33,13
"2021-01-11","Hillingdon","E09000017",-56,-20,26,-73,-55,22
"2021-01-12","Hillingdon","E09000017",-58,-21,16,-73,-56,24
"2021-01-13","Hillingdon","E09000017",-60,-24,-5,-74,-56,24
"2021-01-14","Hillingdon","E09000017",-63,-24,-16,-73,-57,25
"2021-01-15","Hillingdon","E09000017",-60,-20,29,-74,-55,24
"2021-01-16","Hillingdon","E09000017",-65,-26,15,-73,-34,16
"2021-01-17","Hillingdon","E09000017",-61,-27,77,-71,-36,12
"2021-01-18","Hillingdon","E09000017",-57,-21,29,-76,-55,22
"2021-01-19","Hillingdon","E09000017",-58,-22,7,-75,-56,23
"2021-01-20","Hillingdon","E09000017",-61,-27,-11,-76,-56,24
"2021-01-21","Hillingdon","E09000017",-57,-15,45,-75,-55,23
"2021-01-22","Hillingdon","E09000017",-59,-18,46,-74,-54,23
"2021-01-23","Hillingdon","E09000017",-60,-20,57,-75,-31,15
"2021-01-24","Hillingdon","E09000017",-70,-39,82,-75,-39,13
"2021-01-25","Hillingdon","E09000017",-57,-20,20,-76,-56,22
"2021-01-26","Hillingdon","E09000017",-58,-20,-13,-76,-56,23
"2021-01-27","Hillingdon","E09000017",-55,-19,19,-75,-55,23
"2021-01-28","Hillingdon","E09000017",-55,-12,38,-74,-55,23
"2021-01-29","Hillingdon","E09000017",-56,-13,21,-73,-53,23
"2021-01-30","Hillingdon","E09000017",-61,-20,-16,-74,-34,16
"2021-01-31","Hillingdon","E09000017",-59,-23,39,-73,-33,12
"2021-02-01","Hillingdon","E09000017",-53,-18,30,-75,-54,21
"2021-02-02","Hillingdon","E09000017",-52,-17,41,-74,-55,22
"2021-02-03","Hillingdon","E09000017",-54,-19,45,-74,-54,22
"2021-02-04","Hillingdon","E09000017",-56,-18,23,-74,-54,23
"2021-02-05","Hillingdon","E09000017",-55,-11,40,-73,-52,23
"2021-02-06","Hillingdon","E09000017",-56,-14,60,-74,-28,14
"2021-02-07","Hillingdon","E09000017",-62,-26,-2,-74,-36,13
"2021-02-08","Hillingdon","E09000017",-57,-21,5,-76,-55,22
"2021-02-09","Hillingdon","E09000017",-55,-19,-3,-76,-55,23
"2021-02-10","Hillingdon","E09000017",-51,-14,34,-74,-53,22
"2021-02-11","Hillingdon","E09000017",-54,-9,20,-74,-54,23
"2021-02-12","Hillingdon","E09000017",-53,-7,13,-73,-52,23
"2021-02-13","Hillingdon","E09000017",-55,-7,29,-73,-30,14
"2021-02-14","Hillingdon","E09000017",-56,-16,21,-72,-32,12
"2021-02-15","Hillingdon","E09000017",-47,-11,61,-76,-57,21
"2021-02-16","Hillingdon","E09000017",-49,-11,21,-75,-57,22
"2021-02-17","Hillingdon","E09000017",-52,-16,7,-75,-56,23
"2021-02-18","Hillingdon","E09000017",-49,-7,63,-74,-56,22
"2021-02-19","Hillingdon","E09000017",-51,-9,33,-74,-54,22
"2021-02-20","Hillingdon","E09000017",-52,-13,120,-73,-26,13
"2021-02-21","Hillingdon","E09000017",-54,-20,99,-73,-29,11
"2021-02-22","Hillingdon","E09000017",-48,-14,24,-75,-52,21
"2021-02-23","Hillingdon","E09000017",-44,-9,84,-74,-52,21
"2021-02-24","Hillingdon","E09000017",-49,-11,72,-73,-51,21
"2021-02-25","Hillingdon","E09000017",-48,-6,58,-72,-52,21
"2021-02-26","Hillingdon","E09000017",-45,-2,113,-71,-49,20
"2021-02-27","Hillingdon","E09000017",-47,-8,173,-71,-24,11
"2021-02-28","Hillingdon","E09000017",-49,-14,126,-71,-27,10
"2021-03-01","Hillingdon","E09000017",-44,-8,86,-73,-50,19
"2021-03-02","Hillingdon","E09000017",-46,-9,63,-72,-51,20
"2021-03-03","Hillingdon","E09000017",-48,-13,17,-72,-50,21
"2021-03-04","Hillingdon","E09000017",-49,-7,28,-73,-50,21
"2021-03-05","Hillingdon","E09000017",-48,-3,49,-71,-48,20
"2021-03-06","Hillingdon","E09000017",-49,-7,86,-72,-23,12
"2021-03-07","Hillingdon","E09000017",-49,-10,122,-71,-28,10
"2021-03-08","Hillingdon","E09000017",-42,-1,88,-73,-48,17
"2021-03-09","Hillingdon","E09000017",-41,-3,108,-71,-46,17
"2021-03-10","Hillingdon","E09000017",-50,-11,-2,-71,-46,19
"2021-03-11","Hillingdon","E09000017",-47,0,51,-70,-46,18
"2021-03-12","Hillingdon","E09000017",-47,1,47,-69,-43,17
"2021-03-13","Hillingdon","E09000017",-48,1,49,-72,-22,12
"2021-03-14","Hillingdon","E09000017",-50,-7,63,-71,-19,9
"2021-03-15","Hillingdon","E09000017",-42,-3,75,-71,-44,16
"2021-03-16","Hillingdon","E09000017",-42,-5,64,-70,-45,17
"2021-03-17","Hillingdon","E09000017",-45,-4,63,-69,-43,17
"2021-03-18","Hillingdon","E09000017",-45,2,60,-68,-44,17
"2021-03-19","Hillingdon","E09000017",-44,2,105,-69,-41,17
"2021-03-20","Hillingdon","E09000017",-49,-9,88,-71,-21,12
"2021-03-21","Hillingdon","E09000017",-48,-9,135,-71,-22,9
"2021-03-22","Hillingdon","E09000017",-38,0,142,-70,-42,15
"2021-03-23","Hillingdon","E09000017",-41,-3,101,-69,-43,16
"2021-03-24","Hillingdon","E09000017",-42,-2,83,-69,-42,17
"2021-03-25","Hillingdon","E09000017",-44,3,73,-68,-42,17
"2021-03-26","Hillingdon","E09000017",-46,2,29,-68,-40,17
"2021-03-27","Hillingdon","E09000017",-46,-2,112,-69,-19,11
"2021-03-28","Hillingdon","E09000017",-52,-14,69,-70,-25,10
"2021-03-29","Hillingdon","E09000017",-35,4,175,-69,-41,14
"2021-03-30","Hillingdon","E09000017",-35,6,209,-67,-42,14
"2021-03-31","Hillingdon","E09000017",-35,5,149,-67,-41,15
"2021-04-01","Hillingdon","E09000017",-32,21,132,-67,-48,16
"2021-04-02","Hillingdon","E09000017",-44,7,132,-73,-71,24
"2021-04-03","Hillingdon","E09000017",-47,4,106,-72,-28,10
"2021-04-04","Hillingdon","E09000017",-62,-44,236,-72,-26,6
"2021-04-05","Hillingdon","E09000017",-42,-4,129,-77,-76,25
"2021-04-06","Hillingdon","E09000017",-37,0,73,-70,-52,18
"2021-04-07","Hillingdon","E09000017",-41,-4,82,-69,-51,18
"2020-02-15","Hounslow","E09000018",-16,-7,-33,-11,-4,2
"2020-02-16","Hounslow","E09000018",-13,-11,-39,-15,-3,2
"2020-02-17","Hounslow","E09000018",9,4,40,-4,-12,2
"2020-02-18","Hounslow","E09000018",2,-4,33,-5,-12,3
"2020-02-19","Hounslow","E09000018",3,-5,21,-8,-12,3
"2020-02-20","Hounslow","E09000018",0,-3,13,-6,-13,3
"2020-02-21","Hounslow","E09000018",4,0,46,-4,-13,3
"2020-02-22","Hounslow","E09000018",3,-1,14,2,-1,0
"2020-02-23","Hounslow","E09000018",0,-2,3,5,-1,0
"2020-02-24","Hounslow","E09000018",-1,-3,-11,-3,-1,1
"2020-02-25","Hounslow","E09000018",-1,0,19,1,2,0
"2020-02-26","Hounslow","E09000018",2,1,24,-2,2,0
"2020-02-27","Hounslow","E09000018",-1,0,3,-1,1,1
"2020-02-28","Hounslow","E09000018",-1,-5,3,0,2,1
"2020-02-29","Hounslow","E09000018",-2,-3,2,-3,1,1
"2020-03-01","Hounslow","E09000018",9,0,44,5,1,0
"2020-03-02","Hounslow","E09000018",7,-1,5,-2,1,0
"2020-03-03","Hounslow","E09000018",2,-4,2,-4,1,0
"2020-03-04","Hounslow","E09000018",0,-4,-12,-4,1,1
"2020-03-05","Hounslow","E09000018",-8,-6,-22,-3,0,2
"2020-03-06","Hounslow","E09000018",6,6,20,2,2,1
"2020-03-07","Hounslow","E09000018",5,3,-3,6,2,1
"2020-03-08","Hounslow","E09000018",2,0,-4,2,-2,1
"2020-03-09","Hounslow","E09000018",3,1,-4,-3,0,1
"2020-03-10","Hounslow","E09000018",-1,2,6,-7,-1,2
"2020-03-11","Hounslow","E09000018",1,4,10,-8,-1,2
"2020-03-12","Hounslow","E09000018",-2,18,0,-9,-3,3
"2020-03-13","Hounslow","E09000018",-4,19,3,-11,-4,4
"2020-03-14","Hounslow","E09000018",-13,17,-12,-13,-3,4
"2020-03-15","Hounslow","E09000018",-17,8,-21,-16,-6,4
"2020-03-16","Hounslow","E09000018",0,25,32,-18,-14,6
"2020-03-17","Hounslow","E09000018",-10,26,6,-29,-21,9
"2020-03-18","Hounslow","E09000018",-8,35,13,-31,-29,12
"2020-03-19","Hounslow","E09000018",-8,41,-14,-31,-33,13
"2020-03-20","Hounslow","E09000018",-24,15,5,-38,-34,15
"2020-03-21","Hounslow","E09000018",-46,-3,7,-41,-26,12
"2020-03-22","Hounslow","E09000018",-52,-20,13,-46,-35,11
"2020-03-23","Hounslow","E09000018",-42,-11,19,-51,-52,21
"2020-03-24","Hounslow","E09000018",-66,-26,17,-63,-63,27
"2020-03-25","Hounslow","E09000018",-68,-28,16,-67,-67,29
"2020-03-26","Hounslow","E09000018",-70,-32,12,-69,-69,30
"2020-03-27","Hounslow","E09000018",-72,-33,8,-68,-69,31
"2020-03-28","Hounslow","E09000018",-79,-42,-44,-69,-60,22
"2020-03-29","Hounslow","E09000018",-83,-54,-52,-72,-61,18
"2020-03-30","Hounslow","E09000018",-71,-35,-23,-72,-72,30
"2020-03-31","Hounslow","E09000018",-71,-33,6,-72,-73,31
"2020-04-01","Hounslow","E09000018",-71,-35,-10,-73,-73,32
"2020-04-02","Hounslow","E09000018",-71,-35,-1,-73,-74,32
"2020-04-03","Hounslow","E09000018",-72,-29,14,-71,-72,32
"2020-04-04","Hounslow","E09000018",-77,-36,-5,-67,-63,22
"2020-04-05","Hounslow","E09000018",-78,-46,2,-68,-61,17
"2020-04-06","Hounslow","E09000018",-68,-32,-3,-71,-74,30
"2020-04-07","Hounslow","E09000018",-70,-33,26,-71,-74,31
"2020-04-08","Hounslow","E09000018",-70,-30,9,-72,-74,31
"2020-04-09","Hounslow","E09000018",-66,-22,19,-70,-74,31
"2020-04-10","Hounslow","E09000018",-73,-34,28,-74,-82,35
"2020-04-11","Hounslow","E09000018",-77,-34,-15,-67,-64,22
"2020-04-12","Hounslow","E09000018",-87,-66,-10,-69,-65,18
"2020-04-13","Hounslow","E09000018",-75,-44,0,-79,-85,34
"2020-04-14","Hounslow","E09000018",-68,-29,17,-71,-73,30
"2020-04-15","Hounslow","E09000018",-68,-29,19,-71,-72,31
"2020-04-16","Hounslow","E09000018",-69,-30,13,-71,-72,31
"2020-04-17","Hounslow","E09000018",-72,-31,-25,-71,-71,32
"2020-04-18","Hounslow","E09000018",-76,-33,-20,-67,-59,22
"2020-04-19","Hounslow","E09000018",-77,-44,16,-66,-58,17
"2020-04-20","Hounslow","E09000018",-66,-31,24,-69,-70,29
"2020-04-21","Hounslow","E09000018",-68,-29,42,-69,-71,30
"2020-04-22","Hounslow","E09000018",-66,-28,43,-69,-70,30
"2020-04-23","Hounslow","E09000018",-66,-25,50,-68,-70,30
"2020-04-24","Hounslow","E09000018",-67,-24,40,-66,-69,30
"2020-04-25","Hounslow","E09000018",-71,-28,6,-62,-58,20
"2020-04-26","Hounslow","E09000018",-74,-39,27,-61,-57,16
"2020-04-27","Hounslow","E09000018",-63,-27,25,-67,-69,28
"2020-04-28","Hounslow","E09000018",-72,-36,-45,-72,-70,31
"2020-04-29","Hounslow","E09000018",-67,-27,-6,-68,-69,29
"2020-04-30","Hounslow","E09000018",-69,-29,-27,-70,-69,31
"2020-05-01","Hounslow","E09000018",-67,-21,6,-65,-67,30
"2020-05-02","Hounslow","E09000018",-71,-26,18,-58,-55,19
"2020-05-03","Hounslow","E09000018",-75,-40,-4,-64,-56,16
"2020-05-04","Hounslow","E09000018",-61,-25,43,-65,-67,27
"2020-05-05","Hounslow","E09000018",-64,-24,52,-66,-67,28
"2020-05-06","Hounslow","E09000018",-63,-21,56,-65,-67,28
"2020-05-07","Hounslow","E09000018",-60,-16,58,-62,-68,28
"2020-05-08","Hounslow","E09000018",-66,-21,98,-66,-78,32
"2020-05-09","Hounslow","E09000018",-71,-26,40,-57,-55,18
"2020-05-10","Hounslow","E09000018",-75,-40,-27,-62,-54,16
"2020-05-11","Hounslow","E09000018",-63,-23,7,-64,-67,27
"2020-05-12","Hounslow","E09000018",-61,-21,55,-62,-66,27
"2020-05-13","Hounslow","E09000018",-62,-24,17,-64,-66,28
"2020-05-14","Hounslow","E09000018",-60,-20,54,-63,-65,28
"2020-05-15","Hounslow","E09000018",-61,-17,80,-60,-64,27
"2020-05-16","Hounslow","E09000018",-66,-21,32,-55,-49,17
"2020-05-17","Hounslow","E09000018",-67,-31,63,-55,-48,13
"2020-05-18","Hounslow","E09000018",-53,-16,100,-60,-64,25
"2020-05-19","Hounslow","E09000018",-56,-16,131,-60,-64,25
"2020-05-20","Hounslow","E09000018",-55,-14,115,-59,-64,25
"2020-05-21","Hounslow","E09000018",-55,-13,109,-58,-63,26
"2020-05-22","Hounslow","E09000018",-56,-11,80,-57,-61,26
"2020-05-23","Hounslow","E09000018",-63,-17,15,-54,-46,17
"2020-05-24","Hounslow","E09000018",-64,-27,71,-49,-46,11
"2020-05-25","Hounslow","E09000018",-57,-20,208,-63,-79,26
"2020-05-26","Hounslow","E09000018",-51,-13,130,-58,-62,24
"2020-05-27","Hounslow","E09000018",-53,-13,106,-58,-62,24
"2020-05-28","Hounslow","E09000018",-52,-10,123,-57,-60,24
"2020-05-29","Hounslow","E09000018",-53,-7,108,-53,-59,24
"2020-05-30","Hounslow","E09000018",-61,-14,61,-47,-36,13
"2020-05-31","Hounslow","E09000018",-61,-23,68,-48,-38,10
"2020-06-01","Hounslow","E09000018",-45,-9,121,-54,-58,22
"2020-06-02","Hounslow","E09000018",-50,-14,132,-55,-57,22
"2020-06-03","Hounslow","E09000018",-56,-19,27,-58,-58,25
"2020-06-04","Hounslow","E09000018",-53,-15,43,-56,-58,25
"2020-06-05","Hounslow","E09000018",-54,-13,38,-53,-56,24
"2020-06-06","Hounslow","E09000018",-63,-22,-21,-52,-39,16
"2020-06-07","Hounslow","E09000018",-61,-24,27,-49,-39,12
"2020-06-08","Hounslow","E09000018",-47,-12,82,-53,-56,22
"2020-06-09","Hounslow","E09000018",-49,-15,124,-55,-56,23
"2020-06-10","Hounslow","E09000018",-55,-21,9,-57,-57,25
"2020-06-11","Hounslow","E09000018",-50,-14,49,-56,-56,24
"2020-06-12","Hounslow","E09000018",-53,-13,38,-54,-54,24
"2020-06-13","Hounslow","E09000018",-55,-12,91,-40,-31,12
"2020-06-14","Hounslow","E09000018",-54,-18,96,-39,-32,10
"2020-06-15","Hounslow","E09000018",-35,-12,85,-51,-54,20
"2020-06-16","Hounslow","E09000018",-39,-11,117,-51,-54,21
"2020-06-17","Hounslow","E09000018",-41,-15,63,-54,-54,22
"2020-06-18","Hounslow","E09000018",-44,-14,47,-55,-55,23
"2020-06-19","Hounslow","E09000018",-44,-8,57,-50,-52,22
"2020-06-20","Hounslow","E09000018",-46,-7,74,-38,-27,11
"2020-06-21","Hounslow","E09000018",-47,-15,61,-40,-28,10
"2020-06-22","Hounslow","E09000018",-33,-8,140,-49,-54,19
"2020-06-23","Hounslow","E09000018",-37,-9,164,-50,-55,20
"2020-06-24","Hounslow","E09000018",-39,-7,123,-50,-53,19
"2020-06-25","Hounslow","E09000018",-41,-6,122,-49,-54,20
"2020-06-26","Hounslow","E09000018",-41,-4,95,-48,-52,20
"2020-06-27","Hounslow","E09000018",-48,-11,13,-43,-29,12
"2020-06-28","Hounslow","E09000018",-45,-14,48,-38,-28,9
"2020-06-29","Hounslow","E09000018",-35,-10,66,-50,-52,20
"2020-06-30","Hounslow","E09000018",-38,-14,57,-53,-53,21
"2020-07-01","Hounslow","E09000018",-38,-13,62,-52,-52,20
"2020-07-02","Hounslow","E09000018",-38,-12,67,-51,-52,21
"2020-07-03","Hounslow","E09000018",-39,-11,76,-47,-50,20
"2020-07-04","Hounslow","E09000018",-42,-14,21,-34,-25,10
"2020-07-05","Hounslow","E09000018",-35,-15,75,-30,-27,7
"2020-07-06","Hounslow","E09000018",-27,-12,97,-48,-52,17
"2020-07-07","Hounslow","E09000018",-31,-15,91,-50,-53,19
"2020-07-08","Hounslow","E09000018",-35,-17,33,-52,-52,20
"2020-07-09","Hounslow","E09000018",-35,-13,43,-49,-52,19
"2020-07-10","Hounslow","E09000018",-32,-9,97,-44,-49,17
"2020-07-11","Hounslow","E09000018",-40,-14,62,-34,-23,7
"2020-07-12","Hounslow","E09000018",-35,-14,96,-33,-22,5
"2020-07-13","Hounslow","E09000018",-28,-12,94,-46,-51,17
"2020-07-14","Hounslow","E09000018",-31,-15,99,-48,-52,18
"2020-07-15","Hounslow","E09000018",-27,-16,66,-49,-50,18
"2020-07-16","Hounslow","E09000018",-27,-14,99,-46,-50,17
"2020-07-17","Hounslow","E09000018",-26,-9,122,-43,-48,16
"2020-07-18","Hounslow","E09000018",-37,-14,68,-30,-22,6
"2020-07-19","Hounslow","E09000018",-33,-18,45,-31,-25,6
"2020-07-20","Hounslow","E09000018",-22,-12,125,-46,-50,16
"2020-07-21","Hounslow","E09000018",-26,-16,128,-49,-51,17
"2020-07-22","Hounslow","E09000018",-25,-14,121,-48,-51,17
"2020-07-23","Hounslow","E09000018",-26,-13,106,-47,-51,17
"2020-07-24","Hounslow","E09000018",-28,-13,101,-44,-50,16
"2020-07-25","Hounslow","E09000018",-39,-20,-6,-36,-23,9
"2020-07-26","Hounslow","E09000018",-32,-17,41,-30,-21,5
"2020-07-27","Hounslow","E09000018",-27,-17,32,-49,-55,17
"2020-07-28","Hounslow","E09000018",-23,-14,109,-47,-53,17
"2020-07-29","Hounslow","E09000018",-21,-11,120,-46,-52,16
"2020-07-30","Hounslow","E09000018",-20,-7,113,-45,-52,16
"2020-07-31","Hounslow","E09000018",-29,-14,94,-44,-53,14
"2020-08-01","Hounslow","E09000018",-34,-15,47,-32,-21,5
"2020-08-02","Hounslow","E09000018",-27,-15,67,-29,-21,3
"2020-08-03","Hounslow","E09000018",-16,-13,89,-45,-53,14
"2020-08-04","Hounslow","E09000018",-16,-17,106,-45,-53,15
"2020-08-05","Hounslow","E09000018",-17,-16,93,-47,-53,15
"2020-08-06","Hounslow","E09000018",-20,-12,94,-45,-53,16
"2020-08-07","Hounslow","E09000018",-29,-14,73,-45,-52,14
"2020-08-08","Hounslow","E09000018",-36,-18,45,-34,-22,5
"2020-08-09","Hounslow","E09000018",-31,-16,52,-29,-20,3
"2020-08-10","Hounslow","E09000018",-14,-14,73,-46,-54,14
"2020-08-11","Hounslow","E09000018",-16,-14,75,-47,-54,15
"2020-08-12","Hounslow","E09000018",-17,-18,50,-49,-53,15
"2020-08-13","Hounslow","E09000018",-23,-15,42,-48,-54,16
"2020-08-14","Hounslow","E09000018",-24,-15,40,-44,-51,15
"2020-08-15","Hounslow","E09000018",-32,-18,4,-35,-21,6
"2020-08-16","Hounslow","E09000018",-27,-17,33,-32,-20,5
"2020-08-17","Hounslow","E09000018",-11,-18,NA,-46,-53,14
"2020-08-18","Hounslow","E09000018",-12,-19,NA,-46,-51,14
"2020-08-19","Hounslow","E09000018",-22,-27,NA,-50,-52,17
"2020-08-20","Hounslow","E09000018",-17,-11,NA,-44,-51,14
"2020-08-21","Hounslow","E09000018",-24,-15,NA,-41,-50,15
"2020-08-22","Hounslow","E09000018",-32,-17,NA,-30,-20,5
"2020-08-23","Hounslow","E09000018",-26,-17,NA,-29,-19,3
"2020-08-24","Hounslow","E09000018",-10,-18,NA,-43,-52,13
"2020-08-25","Hounslow","E09000018",-13,-21,NA,-47,-52,15
"2020-08-26","Hounslow","E09000018",-5,-13,NA,-42,-49,13
"2020-08-27","Hounslow","E09000018",-24,-18,NA,-47,-50,16
"2020-08-28","Hounslow","E09000018",-19,-12,NA,-40,-49,14
"2020-08-29","Hounslow","E09000018",-29,-15,NA,-31,-21,5
"2020-08-30","Hounslow","E09000018",-21,-15,NA,-27,-19,2
"2020-08-31","Hounslow","E09000018",1,-19,NA,-51,-70,15
"2020-09-01","Hounslow","E09000018",-14,-9,NA,-41,-49,13
"2020-09-02","Hounslow","E09000018",-18,-14,NA,-43,-47,14
"2020-09-03","Hounslow","E09000018",-17,-12,NA,-42,-47,14
"2020-09-04","Hounslow","E09000018",-17,-12,NA,-36,-45,12
"2020-09-05","Hounslow","E09000018",-23,-10,NA,-28,-19,4
"2020-09-06","Hounslow","E09000018",-13,-6,NA,-24,-19,3
"2020-09-07","Hounslow","E09000018",-9,-9,NA,-37,-48,11
"2020-09-08","Hounslow","E09000018",-14,-12,NA,-37,-47,12
"2020-09-09","Hounslow","E09000018",-18,-13,NA,-37,-43,12
"2020-09-10","Hounslow","E09000018",-16,-11,NA,-37,-45,12
"2020-09-11","Hounslow","E09000018",-17,-11,79,-30,-43,11
"2020-09-12","Hounslow","E09000018",-24,-9,56,-26,-17,4
"2020-09-13","Hounslow","E09000018",-18,-8,79,-24,-18,2
"2020-09-14","Hounslow","E09000018",-14,-9,107,-34,-42,10
"2020-09-15","Hounslow","E09000018",-17,-13,111,-35,-41,12
"2020-09-16","Hounslow","E09000018",-19,-14,99,-36,-40,12
"2020-09-17","Hounslow","E09000018",-18,-10,105,-37,-41,12
"2020-09-18","Hounslow","E09000018",-19,-11,92,-31,-41,11
"2020-09-19","Hounslow","E09000018",-24,-8,55,-26,-19,5
"2020-09-20","Hounslow","E09000018",-19,-9,70,-22,-17,3
"2020-09-21","Hounslow","E09000018",-16,-7,113,-33,-42,11
"2020-09-22","Hounslow","E09000018",-19,-12,99,-36,-42,12
"2020-09-23","Hounslow","E09000018",-26,-14,21,-36,-39,13
"2020-09-24","Hounslow","E09000018",-25,-11,28,-39,-40,13
"2020-09-25","Hounslow","E09000018",-21,-9,22,-32,-40,12
"2020-09-26","Hounslow","E09000018",-26,-8,6,-28,-18,6
"2020-09-27","Hounslow","E09000018",-25,-13,-4,-28,-19,5
"2020-09-28","Hounslow","E09000018",-14,-7,63,-34,-40,12
"2020-09-29","Hounslow","E09000018",-20,-12,61,-36,-40,13
"2020-09-30","Hounslow","E09000018",-22,-12,20,-36,-38,13
"2020-10-01","Hounslow","E09000018",-19,-7,50,-35,-37,12
"2020-10-02","Hounslow","E09000018",-30,-16,-9,-34,-39,13
"2020-10-03","Hounslow","E09000018",-29,-8,-15,-32,-18,7
"2020-10-04","Hounslow","E09000018",-33,-23,-41,-37,-20,7
"2020-10-05","Hounslow","E09000018",-16,-7,34,-35,-39,12
"2020-10-06","Hounslow","E09000018",-19,-11,42,-35,-39,12
"2020-10-07","Hounslow","E09000018",-21,-12,45,-35,-35,12
"2020-10-08","Hounslow","E09000018",-24,-11,22,-38,-38,13
"2020-10-09","Hounslow","E09000018",-23,-12,20,-32,-37,12
"2020-10-10","Hounslow","E09000018",-27,-8,0,-29,-14,6
"2020-10-11","Hounslow","E09000018",-22,-9,25,-23,-16,5
"2020-10-12","Hounslow","E09000018",-22,-12,15,-36,-40,12
"2020-10-13","Hounslow","E09000018",-25,-15,10,-37,-38,13
"2020-10-14","Hounslow","E09000018",-22,-13,30,-36,-35,13
"2020-10-15","Hounslow","E09000018",-23,-8,20,-37,-37,13
"2020-10-16","Hounslow","E09000018",-21,-9,26,-31,-37,12
"2020-10-17","Hounslow","E09000018",-29,-6,5,-31,-17,8
"2020-10-18","Hounslow","E09000018",-24,-8,17,-30,-19,6
"2020-10-19","Hounslow","E09000018",-20,-10,38,-38,-39,13
"2020-10-20","Hounslow","E09000018",-24,-13,51,-39,-39,14
"2020-10-21","Hounslow","E09000018",-32,-18,-14,-42,-37,16
"2020-10-22","Hounslow","E09000018",-20,-7,42,-41,-38,14
"2020-10-23","Hounslow","E09000018",-24,-11,25,-38,-39,14
"2020-10-24","Hounslow","E09000018",-30,-10,0,-36,-16,8
"2020-10-25","Hounslow","E09000018",-24,-8,11,-32,-17,6
"2020-10-26","Hounslow","E09000018",-17,-11,50,-43,-47,14
"2020-10-27","Hounslow","E09000018",-25,-17,6,-46,-48,16
"2020-10-28","Hounslow","E09000018",-23,-14,29,-43,-45,16
"2020-10-29","Hounslow","E09000018",-25,-12,-4,-46,-47,16
"2020-10-30","Hounslow","E09000018",-20,-8,34,-38,-46,15
"2020-10-31","Hounslow","E09000018",-31,-5,-19,-34,-16,8
"2020-11-01","Hounslow","E09000018",-18,-6,-5,-28,-17,5
"2020-11-02","Hounslow","E09000018",-10,-2,33,-36,-38,12
"2020-11-03","Hounslow","E09000018",-8,-6,23,-34,-36,12
"2020-11-04","Hounslow","E09000018",-1,-5,49,-29,-33,10
"2020-11-05","Hounslow","E09000018",-45,-13,17,-47,-43,17
"2020-11-06","Hounslow","E09000018",-45,-10,19,-44,-44,18
"2020-11-07","Hounslow","E09000018",-49,-8,39,-46,-32,13
"2020-11-08","Hounslow","E09000018",-52,-21,19,-49,-36,11
"2020-11-09","Hounslow","E09000018",-40,-13,24,-44,-44,17
"2020-11-10","Hounslow","E09000018",-39,-11,46,-44,-44,18
"2020-11-11","Hounslow","E09000018",-42,-12,25,-45,-42,18
"2020-11-12","Hounslow","E09000018",-40,-5,42,-45,-43,17
"2020-11-13","Hounslow","E09000018",-41,-4,37,-40,-44,18
"2020-11-14","Hounslow","E09000018",-53,-11,-35,-49,-34,15
"2020-11-15","Hounslow","E09000018",-51,-20,5,-49,-37,11
"2020-11-16","Hounslow","E09000018",-41,-12,22,-45,-44,17
"2020-11-17","Hounslow","E09000018",-40,-13,40,-45,-44,17
"2020-11-18","Hounslow","E09000018",-43,-12,20,-44,-42,18
"2020-11-19","Hounslow","E09000018",-43,-10,16,-47,-43,18
"2020-11-20","Hounslow","E09000018",-44,-9,2,-43,-44,18
"2020-11-21","Hounslow","E09000018",-48,-5,7,-47,-32,13
"2020-11-22","Hounslow","E09000018",-49,-18,42,-47,-35,10
"2020-11-23","Hounslow","E09000018",-38,-10,30,-45,-44,16
"2020-11-24","Hounslow","E09000018",-40,-11,43,-45,-43,17
